,Maximos,Mimimos,Promedios
694,16012.5,15372.0,15961.422589342263
695,16012.5,14731.5,15961.26
696,16012.5,14731.5,15884.562589342264
697,16012.5,14739.62946711321,15974.313884013396
698,16012.5,14731.5,15833.241294671132
699,16012.5,14731.5,15897.535178684528
700,16012.5,15372.0,15935.802589342264
701,16012.5,14091.0,15923.073884013394
702,16012.5,14731.5,15910.182589342263
703,16012.5,13458.629467113207,15884.562589342264
704,16012.5,14739.62946711321,15871.996473355659
705,16012.5,15372.0,15948.612589342263
706,16012.5,14731.5,15820.431294671132
707,16012.5,14739.62946711321,15935.883884013396
708,16012.5,14731.5,15858.861294671131
709,16012.5,14731.5,15871.59
710,16012.5,14091.0,15871.833884013395
711,16012.5,14731.5,15922.83
712,16012.5,14731.5,15884.481294671132
713,16012.5,14731.5,15897.453884013396
714,16012.5,14739.62946711321,15935.802589342264
715,16012.5,15372.0,15948.45
716,16012.5,14731.5,15935.883884013396
717,16012.5,15372.0,15948.612589342263
718,16012.5,14731.5,15948.612589342263
719,16012.5,15372.0,15986.88
720,16012.5,14739.629467113207,15987.042589342263
721,16012.5,14091.0,15871.833884013395
722,16012.5,14731.5,15859.023884013395
723,16012.5,15372.0,15910.101294671133
724,16012.5,15372.0,15910.345178684527
725,16012.5,14731.5,15935.802589342264
726,16012.5,15372.0,15922.911294671132
727,16012.5,15376.064733556603,15974.313884013396
728,16012.5,14731.5,15935.64
729,16012.5,14091.0,15858.861294671131
730,16012.5,14731.5,15948.612589342263
731,16012.5,14735.564733556603,15935.721294671132
732,16012.5,15376.064733556603,15999.771294671133
733,16012.5,15372.0,15935.883884013396
734,16012.5,14731.5,15935.64
735,16012.5,15372.0,15961.503884013395
736,16012.5,14091.0,15833.16
737,16012.5,15372.0,15961.26
738,16012.5,15372.0,15923.073884013394
739,16012.5,16012.5,16012.5
740,16012.5,14739.62946711321,15936.046473355658
741,16012.5,15372.0,15961.341294671132
742,16012.5,15376.064733556605,15987.042589342263
743,16012.5,15372.0,15986.88
744,16012.5,15372.0,15986.88
745,16012.5,15372.0,15961.341294671132
746,16012.5,14731.5,15948.45
747,16012.5,15372.0,15948.531294671131
748,16012.5,15372.0,15935.64
749,16012.5,14739.62946711321,15948.693884013395
750,16012.5,14739.629467113207,15923.073884013394
751,16012.5,14731.5,15897.372589342263
752,16012.5,15372.0,15922.992589342264
753,16012.5,16012.5,16012.5
754,16012.5,15372.0,15986.88
755,16012.5,15372.0,15935.802589342264
756,16012.5,15372.0,15948.531294671131
757,16012.5,14739.62946711321,15936.046473355658
758,16012.5,14739.629467113207,15948.612589342263
759,16012.5,15372.0,15974.07
760,16012.5,15372.0,15961.341294671132
761,16012.5,15372.0,15961.503884013395
762,16012.5,15372.0,15922.992589342264
763,16012.5,15376.064733556605,15999.771294671133
764,16012.5,15372.0,15986.961294671131
765,16012.5,14739.629467113207,15910.345178684527
766,16012.5,16012.5,16012.5
767,16012.5,15376.064733556605,15999.771294671133
768,16012.5,15376.064733556603,15987.042589342263
769,16012.5,15372.0,15961.341294671132
770,16012.5,15372.0,15974.151294671132
771,16012.5,15372.0,15986.88
772,16012.5,14731.5,15935.64
773,16012.5,14091.0,15820.431294671132
774,16012.5,15372.0,15910.263884013395
775,16012.5,14739.62946711321,15884.643884013396
776,16012.5,15376.064733556605,15999.771294671133
777,16012.5,15372.0,15974.232589342264
778,16012.5,14099.129467113207,15961.503884013395
779,16012.5,15372.0,15961.341294671132
780,16012.5,15376.064733556603,15974.313884013396
781,16012.5,15376.064733556603,15999.771294671133
782,16012.5,15372.0,15935.802589342264
783,16012.5,14731.5,15961.341294671132
784,16012.5,14739.629467113207,15948.612589342263
785,16012.5,15372.0,15948.45
786,16012.5,14731.5,15859.023884013395
787,16012.5,14731.5,15910.101294671133
788,16012.5,14731.5,15884.481294671132
789,16012.5,15372.0,15961.341294671132
790,16012.5,14735.564733556603,15859.105178684527
791,16012.5,15372.0,15974.07
792,16012.5,15372.0,15999.69
793,16012.5,14739.62946711321,15910.345178684527
794,16012.5,14731.5,15910.101294671133
795,16012.5,14731.5,15884.643884013396
796,16012.5,14731.5,15922.911294671132
797,16012.5,15372.0,15897.291294671131
798,16012.5,15372.0,15935.721294671132
799,16012.5,14731.5,15910.101294671133
800,16012.5,14731.5,15922.992589342264
801,16012.5,15372.0,15974.151294671132
802,16012.5,14731.5,15858.942589342263
803,16012.5,14731.5,15948.45
804,16012.5,15372.0,15999.69
805,16012.5,15372.0,15986.961294671131
806,16012.5,14731.5,15884.4
807,16012.5,15372.0,15910.263884013395
808,16012.5,14095.064733556605,15935.721294671132
809,16012.5,14091.0,15935.721294671132
810,16012.5,15372.0,15884.562589342264
811,16012.5,15372.0,15961.503884013395
812,16012.5,15372.0,15999.69
813,16012.5,15372.0,15948.531294671131
814,16012.5,14731.5,15935.802589342264
815,16012.5,15372.0,15910.02
816,16012.5,14731.5,15922.83
817,16012.5,15372.0,15974.07
818,16012.5,14731.5,15871.915178684527
819,16012.5,14739.629467113207,15974.313884013396
820,16012.5,15372.0,15961.26
821,16012.5,14731.5,15935.721294671132
822,16012.5,15372.0,15986.88
823,16012.5,14731.5,15833.241294671132
824,16012.5,14731.5,15897.291294671131
825,16012.5,14731.5,15923.073884013394
826,16012.5,14731.5,15897.372589342263
827,16012.5,14731.5,15859.105178684527
828,16012.5,14731.5,15910.101294671133
829,16012.5,15372.0,15961.422589342263
830,16012.5,14731.5,15935.802589342264
831,16012.5,15372.0,15948.45
832,16012.5,14731.5,15897.453884013396
833,16012.5,14099.129467113207,15910.345178684527
834,16012.5,14731.5,15897.291294671131
835,16012.5,15372.0,15948.45
836,16012.5,14731.5,15871.59
837,16012.5,14735.564733556605,15846.376473355658
838,16012.5,14731.5,15948.693884013395
839,16012.5,14091.0,15833.322589342264
840,16012.5,14731.5,15794.973884013396
841,16012.5,15372.0,15961.26
842,16012.5,15372.0,15961.341294671132
843,16012.5,14731.5,15910.101294671133
844,16012.5,15372.0,15974.07
845,16012.5,15376.064733556603,15999.771294671133
846,16012.5,14731.5,15871.915178684527
847,16012.5,15372.0,15974.151294671132
848,16012.5,14731.5,15871.752589342264
849,16012.5,15372.0,15974.151294671132
850,16012.5,14731.5,15897.21
851,16012.5,16012.5,16012.5
852,16012.5,14739.629467113207,15974.232589342264
853,16012.5,15372.0,15935.721294671132
854,16012.5,14731.5,15948.45
855,16012.5,15372.0,15910.101294671133
856,16012.5,14731.5,15846.132589342264
857,16012.5,14731.5,15884.481294671132
858,16012.5,14739.62946711321,15884.725178684526
859,16012.5,15372.0,15961.26
860,16012.5,15372.0,15922.992589342264
861,16012.5,15372.0,15961.26
862,16012.5,15372.0,15910.02
863,16012.5,15372.0,15986.88
864,16012.5,14731.5,15897.372589342263
865,16012.5,14099.12946711321,15897.535178684528
866,16012.5,14731.5,15974.07
867,16012.5,14739.62946711321,15961.503884013395
868,16012.5,14739.62946711321,15922.992589342264
869,16012.5,15372.0,15922.911294671132
870,16012.5,16012.5,16012.5
871,16012.5,14091.0,15884.643884013396
872,16012.5,15372.0,15961.341294671132
873,16012.5,14731.5,15961.341294671132
874,16012.5,15372.0,15961.26
875,16012.5,15372.0,15948.612589342263
876,16012.5,15372.0,15948.45
877,16012.5,15372.0,15961.341294671132
878,16012.5,14731.5,15884.562589342264
879,16012.5,15372.0,15986.961294671131
880,16012.5,15376.064733556605,15999.771294671133
881,16012.5,15376.064733556603,15987.042589342263
882,16012.5,15372.0,15999.69
883,16012.5,15372.0,15948.612589342263
884,16012.5,15372.0,15974.07
885,16012.5,15372.0,15922.911294671132
886,16012.5,16012.5,16012.5
887,16012.5,14731.5,15846.213884013396
888,16012.5,15372.0,15974.07
889,16012.5,15372.0,15897.291294671131
890,16012.5,15372.0,15922.83
891,16012.5,15372.0,15922.83
892,16012.5,15372.0,15910.101294671133
893,16012.5,15372.0,15999.69
894,16012.5,15372.0,15974.151294671132
895,16012.5,14731.5,15910.182589342263
896,16012.5,14731.5,15935.721294671132
897,16012.5,15372.0,15961.341294671132
898,16012.5,15372.0,15935.721294671132
899,16012.5,14731.5,15833.403884013394
900,16012.5,15372.0,15974.232589342264
901,16012.5,15372.0,15986.961294671131
902,16012.5,15372.0,15935.802589342264
903,16012.5,15372.0,15961.26
904,16012.5,16012.5,16012.5
905,16012.5,14731.5,15948.531294671131
906,16012.5,15372.0,15974.07
907,16012.5,15372.0,15948.45
908,16012.5,14739.62946711321,15935.883884013396
909,16012.5,15376.064733556603,15987.042589342263
910,16012.5,15376.064733556603,15987.042589342263
911,16012.5,14739.62946711321,15961.503884013395
912,16012.5,15372.0,15974.151294671132
913,16012.5,14739.62946711321,15884.806473355658
914,16012.5,15372.0,15999.69
915,16012.5,15372.0,15961.341294671132
916,16012.5,14739.62946711321,15961.422589342263
917,16012.5,15372.0,15961.503884013395
918,16012.5,15372.0,15961.26
919,16012.5,15376.064733556605,15987.042589342263
920,16012.5,15372.0,15986.88
921,16012.5,15372.0,15999.69
922,16012.5,15372.0,15986.961294671131
923,16012.5,15372.0,15961.341294671132
924,16012.5,15372.0,15986.88
925,16012.5,15372.0,15974.151294671132
926,16012.5,15372.0,15986.961294671131
927,16012.5,15372.0,15922.992589342264
928,16012.5,15372.0,15948.612589342263
929,16012.5,15372.0,15974.07
930,16012.5,15376.064733556603,15987.042589342263
931,16012.5,14731.5,15910.182589342263
932,16012.5,15372.0,15986.961294671131
933,16012.5,15376.064733556605,15987.042589342263
934,16012.5,14739.62946711321,15961.585178684527
935,16012.5,15372.0,15948.531294671131
936,16012.5,14735.564733556605,15986.961294671131
937,16012.5,15372.0,15935.802589342264
938,16012.5,14739.62946711321,15961.422589342263
939,16012.5,15372.0,15974.232589342264
940,16012.5,15372.0,15999.69
941,16012.5,14739.62946711321,15974.313884013396
942,16012.5,16012.5,16012.5
943,16012.5,15372.0,15974.151294671132
944,16012.5,14099.12946711321,15948.612589342263
945,16012.5,15372.0,15999.69
946,16012.5,15376.064733556603,15987.042589342263
947,16012.5,14731.5,15897.291294671131
948,16012.5,15372.0,15974.151294671132
949,16012.5,15376.064733556603,15987.042589342263
950,16012.5,15372.0,15999.69
951,16012.5,15372.0,15999.69
952,16012.5,15372.0,15961.341294671132
953,16012.5,15372.0,15974.151294671132
954,16012.5,15372.0,15986.961294671131
955,16012.5,16012.5,16012.5
956,16012.5,15372.0,15974.151294671132
957,16012.5,15372.0,15910.101294671133
958,16012.5,15372.0,15948.612589342263
959,16012.5,14735.564733556605,15884.562589342264
960,16012.5,15372.0,15986.88
961,16012.5,15372.0,15884.481294671132
962,16012.5,14731.5,15922.911294671132
963,16012.5,15372.0,15923.073884013394
964,16012.5,14735.564733556605,15961.422589342263
965,16012.5,15372.0,15999.69
966,16012.5,16012.5,16012.5
967,16012.5,14731.5,15961.341294671132
968,16012.5,14739.629467113207,15961.585178684527
969,16012.5,15372.0,15974.232589342264
970,16012.5,15372.0,15974.151294671132
971,16012.5,14739.62946711321,15871.996473355659
972,16012.5,16012.5,16012.5
973,16012.5,15372.0,15974.151294671132
974,16012.5,15372.0,15974.07
975,16012.5,14739.62946711321,15935.883884013396
976,16012.5,15372.0,15961.422589342263
977,16012.5,15372.0,15935.883884013396
978,16012.5,15372.0,15935.802589342264
979,16012.5,15372.0,15948.45
980,16012.5,15372.0,15948.531294671131
981,16012.5,15372.0,15986.961294671131
982,16012.5,14735.564733556603,15986.961294671131
983,16012.5,15372.0,15986.961294671131
984,16012.5,14735.564733556603,15922.992589342264
985,16012.5,15372.0,15986.961294671131
986,16012.5,14739.62946711321,15922.992589342264
987,16012.5,15372.0,15897.453884013396
988,16012.5,14735.564733556603,15910.101294671133
989,16012.5,15372.0,15961.26
990,16012.5,15372.0,15974.07
991,16012.5,15372.0,15948.612589342263
992,16012.5,14739.629467113207,15910.263884013395
993,16012.5,15372.0,15961.26
994,16012.5,15372.0,15974.07
995,16012.5,15372.0,15986.88
996,16012.5,14739.629467113207,15923.236473355659
997,16012.5,15372.0,15935.64
998,16012.5,15372.0,15922.83
999,16012.5,15372.0,15910.101294671133
1000,16012.5,15372.0,15961.422589342263
