,Maximos,Mimimos,Promedios
150,16012.5,16012.5,16012.5
151,16012.5,15372.0,15999.69
152,16012.5,15372.0,15974.151294671132
153,16012.5,15372.0,15974.151294671132
154,16012.5,15376.064733556603,15999.771294671133
155,16012.5,15372.0,15999.69
156,16012.5,15372.0,15961.26
157,16012.5,16012.5,16012.5
158,16012.5,15376.064733556605,15999.771294671133
159,16012.5,15372.0,15948.531294671131
160,16012.5,15372.0,15884.643884013396
161,16012.5,15372.0,15935.64
162,16012.5,15372.0,15974.151294671132
163,16012.5,15372.0,15961.26
164,16012.5,15372.0,15961.26
165,16012.5,14739.62946711321,15948.85647335566
166,16012.5,15372.0,15961.26
167,16012.5,16012.5,16012.5
168,16012.5,15372.0,15935.64
169,16012.5,14731.5,15922.911294671132
170,16012.5,15372.0,15897.291294671131
171,16012.5,14739.62946711321,15961.503884013395
172,16012.5,15372.0,15974.151294671132
173,16012.5,15376.064733556603,15999.771294671133
174,16012.5,15372.0,15999.69
175,16012.5,15372.0,15999.69
176,16012.5,15372.0,15961.422589342263
177,16012.5,16012.5,16012.5
178,16012.5,15372.0,15923.073884013394
179,16012.5,14731.5,15948.693884013395
180,16012.5,14731.5,15986.88
181,16012.5,14739.629467113207,15987.042589342263
182,16012.5,15372.0,15974.07
183,16012.5,15372.0,15986.961294671131
184,16012.5,15372.0,15974.151294671132
185,16012.5,15372.0,15974.151294671132
186,16012.5,16012.5,16012.5
187,16012.5,15372.0,15948.612589342263
188,16012.5,15372.0,15974.232589342264
189,16012.5,15372.0,15961.341294671132
190,16012.5,14099.129467113207,15923.155178684527
191,16012.5,15372.0,15986.88
192,16012.5,15372.0,15961.341294671132
193,16012.5,15372.0,15935.721294671132
194,16012.5,14731.5,15884.481294671132
195,16012.5,15372.0,15961.422589342263
196,16012.5,15372.0,15922.911294671132
197,16012.5,15372.0,15923.155178684527
198,16012.5,15372.0,15986.88
199,16012.5,15372.0,15961.503884013395
200,16012.5,16012.5,16012.5
201,16012.5,14731.5,15935.64
202,16012.5,14731.5,15922.911294671132
203,16012.5,14731.5,15910.101294671133
204,16012.5,14731.5,15922.911294671132
205,16012.5,14731.5,15974.07
206,16012.5,14731.5,15948.45
207,16012.5,16012.5,16012.5
208,16012.5,15372.0,15948.531294671131
209,16012.5,14731.5,15910.02
210,16012.5,15372.0,15935.802589342264
211,16012.5,15372.0,15936.046473355658
212,16012.5,15372.0,15910.182589342263
213,16012.5,14739.62946711321,15974.313884013396
214,16012.5,14731.5,15923.073884013394
215,16012.5,14731.5,15884.481294671132
216,16012.5,14091.0,15820.431294671132
217,16012.5,14735.564733556603,15859.105178684527
218,16012.5,15372.0,15923.073884013394
219,16012.5,15372.0,15961.341294671132
220,16012.5,16012.5,16012.5
221,16012.5,14739.629467113207,15923.073884013394
222,16012.5,14731.5,15910.182589342263
223,16012.5,15372.0,15910.345178684527
224,16012.5,14091.0,15948.45
225,16012.5,15372.0,15974.07
226,16012.5,15372.0,15961.422589342263
227,16012.5,15372.0,15986.88
228,16012.5,14739.629467113207,15974.313884013396
229,16012.5,14091.0,15897.21
230,16012.5,14731.5,15884.4
231,16012.5,14731.5,15846.213884013396
232,16012.5,14735.564733556605,15910.101294671133
233,16012.5,14731.5,15922.911294671132
234,16012.5,14731.5,15922.83
235,16012.5,16012.5,16012.5
236,16012.5,14731.5,15961.26
237,16012.5,14095.064733556605,15884.643884013396
238,16012.5,15372.0,15999.69
239,16012.5,14731.5,15948.45
240,16012.5,15372.0,15961.422589342263
241,16012.5,15372.0,15999.69
242,16012.5,14731.5,15935.721294671132
243,16012.5,15372.0,15935.721294671132
244,16012.5,14731.5,15948.531294671131
245,16012.5,14739.62946711321,15935.883884013396
246,16012.5,14731.5,15974.07
247,16012.5,15376.064733556603,15974.313884013396
248,16012.5,14731.5,15961.26
249,16012.5,14731.5,15948.45
250,16012.5,15372.0,15974.07
251,16012.5,14731.5,15961.26
252,16012.5,15372.0,15948.45
253,16012.5,15372.0,15974.151294671132
254,16012.5,15372.0,15935.883884013396
255,16012.5,15372.0,15986.961294671131
256,16012.5,14739.62946711321,15974.232589342264
257,16012.5,14731.5,15935.64
258,16012.5,15372.0,15935.64
259,16012.5,14739.62946711321,15923.236473355659
260,16012.5,15372.0,15986.88
261,16012.5,14735.564733556605,15948.612589342263
262,16012.5,15372.0,15884.562589342264
263,16012.5,15372.0,15948.531294671131
264,16012.5,14739.62946711321,15948.612589342263
265,16012.5,15372.0,15974.07
266,16012.5,15372.0,15986.961294671131
267,16012.5,15372.0,15986.961294671131
268,16012.5,15372.0,15922.992589342264
269,16012.5,15372.0,15974.07
270,16012.5,15372.0,15922.83
271,16012.5,14735.564733556605,15897.616473355658
272,16012.5,15372.0,15884.481294671132
273,16012.5,14731.5,15871.752589342264
274,16012.5,15372.0,15974.07
275,16012.5,15372.0,15999.69
276,16012.5,15372.0,15961.26
277,16012.5,14735.564733556605,15948.612589342263
278,16012.5,15372.0,15986.88
279,16012.5,15372.0,15935.802589342264
280,16012.5,15372.0,15974.151294671132
281,16012.5,14731.5,15948.45
282,16012.5,14731.5,15948.531294671131
283,16012.5,14735.564733556603,15910.263884013395
284,16012.5,14091.0,15935.721294671132
285,16012.5,14731.5,15910.02
286,16012.5,15372.0,15986.88
287,16012.5,16012.5,16012.5
288,16012.5,16012.5,16012.5
289,16012.5,15372.0,15935.883884013396
290,16012.5,14731.5,15922.83
291,16012.5,14731.5,15974.07
292,16012.5,14091.0,15974.07
293,16012.5,14731.5,15935.64
294,16012.5,14739.62946711321,15935.883884013396
295,16012.5,14731.5,15884.481294671132
296,16012.5,14739.629467113207,15935.883884013396
297,16012.5,15372.0,15999.69
298,16012.5,14739.629467113207,15961.503884013395
299,16012.5,15372.0,15986.961294671131
300,16012.5,15372.0,15922.992589342264
301,16012.5,14731.5,15922.911294671132
302,16012.5,14731.5,15961.422589342263
303,16012.5,15372.0,15935.64
304,16012.5,14731.5,15935.64
305,16012.5,15372.0,15961.341294671132
306,16012.5,14735.564733556605,15897.616473355658
307,16012.5,15376.064733556603,15974.313884013396
308,16012.5,14739.62946711321,15961.585178684527
309,16012.5,15372.0,15974.151294671132
310,16012.5,14739.629467113207,15859.023884013395
311,16012.5,15372.0,15961.26
312,16012.5,16012.5,16012.5
313,16012.5,15372.0,15974.232589342264
314,16012.5,15372.0,15986.88
315,16012.5,15372.0,15999.69
316,16012.5,14739.62946711321,15987.042589342263
317,16012.5,16012.5,16012.5
318,16012.5,15372.0,15910.182589342263
319,16012.5,15372.0,15986.961294671131
320,16012.5,14731.5,15974.07
321,16012.5,14739.629467113207,15922.992589342264
322,16012.5,14739.62946711321,15948.693884013395
323,16012.5,14735.564733556605,15833.485178684527
324,16012.5,15372.0,15948.531294671131
325,16012.5,16012.5,16012.5
326,16012.5,14739.629467113207,15897.616473355658
327,16012.5,15372.0,15961.422589342263
328,16012.5,14735.564733556605,15935.721294671132
329,16012.5,15372.0,15935.883884013396
330,16012.5,15376.064733556603,15961.585178684527
331,16012.5,15372.0,15884.481294671132
332,16012.5,15372.0,15935.721294671132
333,16012.5,15372.0,15974.07
334,16012.5,15372.0,15897.453884013396
335,16012.5,14731.5,15859.023884013395
336,16012.5,14739.62946711321,15961.503884013395
337,16012.5,14731.5,15961.26
338,16012.5,14731.5,15871.59
339,16012.5,15372.0,15936.046473355658
340,16012.5,15372.0,15961.341294671132
341,16012.5,14731.5,15922.992589342264
342,16012.5,15372.0,15897.291294671131
343,16012.5,15372.0,15935.802589342264
344,16012.5,15372.0,15897.372589342263
345,16012.5,15372.0,15922.911294671132
346,16012.5,15372.0,15999.69
347,16012.5,15372.0,15948.531294671131
348,16012.5,15372.0,15999.69
349,16012.5,14731.5,15948.45
350,16012.5,14731.5,15846.132589342264
351,16012.5,14739.62946711321,15936.046473355658
352,16012.5,14731.5,15846.132589342264
353,16012.5,14091.0,15845.97
354,16012.5,15372.0,15935.802589342264
355,16012.5,15372.0,15961.26
356,16012.5,14091.0,15961.26
357,16012.5,14731.5,15935.64
358,16012.5,14735.564733556603,15910.101294671133
359,16012.5,15372.0,15974.151294671132
360,16012.5,14739.629467113207,15961.585178684527
361,16012.5,14731.5,15846.051294671131
362,16012.5,15372.0,15935.64
363,16012.5,14091.0,15897.21
364,16012.5,14731.5,15833.322589342264
365,16012.5,14731.5,15846.132589342264
366,16012.5,14731.5,15910.02
367,16012.5,14731.5,15948.45
368,16012.5,14731.5,15910.263884013395
369,16012.5,15372.0,15974.151294671132
370,16012.5,15372.0,15974.232589342264
371,16012.5,14731.5,15935.965178684528
372,16012.5,15372.0,15910.182589342263
373,16012.5,14739.62946711321,15948.612589342263
374,16012.5,15372.0,15935.802589342264
375,16012.5,15372.0,15910.101294671133
376,16012.5,14731.5,15858.942589342263
377,16012.5,14731.5,15871.833884013395
378,16012.5,14731.5,15846.132589342264
379,16012.5,14095.064733556603,15846.213884013396
380,16012.5,15372.0,15986.88
381,16012.5,15372.0,15961.26
382,16012.5,14731.5,15961.26
383,16012.5,15372.0,15986.961294671131
384,16012.5,14091.0,15858.861294671131
385,16012.5,15372.0,15961.26
386,16012.5,14731.5,15948.531294671131
387,16012.5,15372.0,15961.341294671132
388,16012.5,15372.0,15935.64
389,16012.5,15372.0,15961.341294671132
390,16012.5,14731.5,15935.721294671132
391,16012.5,14731.5,15897.535178684528
392,16012.5,15372.0,15974.151294671132
393,16012.5,14099.129467113207,15961.422589342263
394,16012.5,14739.62946711321,15961.422589342263
395,16012.5,14735.564733556605,15922.992589342264
396,16012.5,15372.0,15910.101294671133
397,16012.5,14731.5,15910.182589342263
398,16012.5,15372.0,15961.422589342263
399,16012.5,14731.5,15820.675178684527
400,16012.5,15372.0,15910.101294671133
401,16012.5,15372.0,15948.531294671131
402,16012.5,14735.564733556603,15935.883884013396
403,16012.5,14739.629467113207,15974.232589342264
404,16012.5,14731.5,15884.481294671132
405,16012.5,15372.0,15922.83
406,16012.5,14735.564733556605,15846.132589342264
407,16012.5,14731.5,15858.942589342263
408,16012.5,15372.0,15923.073884013394
409,16012.5,15372.0,15884.562589342264
410,16012.5,15372.0,15910.101294671133
411,16012.5,15372.0,15922.911294671132
412,16012.5,14731.5,15897.372589342263
413,16012.5,15372.0,15910.182589342263
414,16012.5,14731.5,15845.97
415,16012.5,14731.5,15871.833884013395
416,16012.5,14731.5,15858.861294671131
417,16012.5,14739.629467113207,15910.263884013395
418,16012.5,14091.0,15859.023884013395
419,16012.5,14731.5,15922.911294671132
420,16012.5,15372.0,15999.69
421,16012.5,14091.0,15807.702589342263
422,16012.5,14731.5,15897.372589342263
423,16012.5,15372.0,15948.45
424,16012.5,15372.0,15948.612589342263
425,16012.5,14739.629467113207,15961.503884013395
426,16012.5,14731.5,15961.341294671132
427,16012.5,15372.0,15935.721294671132
428,16012.5,16012.5,16012.5
429,16012.5,15372.0,15974.07
430,16012.5,14731.5,15922.911294671132
431,16012.5,15372.0,15974.07
432,16012.5,14731.5,15922.992589342264
433,16012.5,15372.0,15922.992589342264
434,16012.5,15372.0,15935.64
435,16012.5,15372.0,15961.422589342263
436,16012.5,14735.564733556603,15961.422589342263
437,16012.5,14099.12946711321,15859.105178684527
438,16012.5,14731.5,15935.721294671132
439,16012.5,15372.0,15986.961294671131
440,16012.5,15372.0,15922.83
441,16012.5,14091.0,15897.291294671131
442,16012.5,15372.0,15922.911294671132
443,16012.5,15372.0,15935.802589342264
444,16012.5,15372.0,15948.531294671131
445,16012.5,15372.0,15948.612589342263
446,16012.5,14731.5,15935.721294671132
447,16012.5,14731.5,15922.83
448,16012.5,15372.0,15935.802589342264
449,16012.5,15372.0,15910.101294671133
450,16012.5,14731.5,15846.051294671131
451,16012.5,15372.0,15897.372589342263
452,16012.5,14731.5,15910.182589342263
453,16012.5,14731.5,15922.992589342264
454,16012.5,16012.5,16012.5
455,16012.5,14739.62946711321,15923.155178684527
456,16012.5,15372.0,15935.721294671132
457,16012.5,15376.064733556603,15999.771294671133
458,16012.5,15372.0,15948.45
459,16012.5,15372.0,15948.612589342263
460,16012.5,15372.0,15986.961294671131
461,16012.5,15372.0,15961.422589342263
462,16012.5,14731.5,15935.64
463,16012.5,15372.0,15986.88
464,16012.5,15372.0,15948.531294671131
465,16012.5,15372.0,15974.151294671132
466,16012.5,15372.0,15986.88
467,16012.5,15376.064733556603,15987.042589342263
468,16012.5,15372.0,15961.26
469,16012.5,14731.5,15961.26
470,16012.5,15372.0,15935.802589342264
471,16012.5,15372.0,15986.88
472,16012.5,15372.0,15935.802589342264
473,16012.5,15372.0,15948.612589342263
474,16012.5,14739.62946711321,15948.693884013395
475,16012.5,15372.0,15935.721294671132
476,16012.5,15376.064733556603,15987.042589342263
477,16012.5,15376.064733556603,15999.771294671133
478,16012.5,15372.0,15961.26
479,16012.5,14739.62946711321,15961.585178684527
480,16012.5,16012.5,16012.5
481,16012.5,15372.0,15986.961294671131
482,16012.5,15372.0,15999.69
483,16012.5,15376.064733556603,15974.313884013396
484,16012.5,15372.0,15999.69
485,16012.5,14731.5,15935.965178684528
486,16012.5,15376.064733556603,15999.771294671133
487,16012.5,15376.064733556603,15999.771294671133
488,16012.5,15372.0,15986.88
489,16012.5,15376.064733556603,15999.771294671133
490,16012.5,15376.064733556605,15999.771294671133
491,16012.5,14739.62946711321,15961.422589342263
492,16012.5,15372.0,15999.69
493,16012.5,15372.0,15974.151294671132
494,16012.5,14739.62946711321,15923.399062697923
495,16012.5,15376.064733556603,15961.585178684527
496,16012.5,16012.5,16012.5
497,16012.5,15372.0,15961.503884013395
498,16012.5,14735.564733556605,15935.965178684528
499,16012.5,15372.0,15974.151294671132
500,16012.5,14739.62946711321,15961.585178684527
501,16012.5,15372.0,15961.422589342263
502,16012.5,15372.0,15961.422589342263
503,16012.5,15372.0,15961.341294671132
504,16012.5,15372.0,15897.453884013396
505,16012.5,15372.0,15974.232589342264
506,16012.5,14739.62946711321,15961.422589342263
507,16012.5,15372.0,15999.69
508,16012.5,15372.0,15961.26
509,16012.5,15372.0,15948.612589342263
510,16012.5,15372.0,15948.531294671131
511,16012.5,15372.0,15974.07
512,16012.5,14739.62946711321,15897.453884013396
513,16012.5,14731.5,15961.341294671132
514,16012.5,14735.564733556603,15884.562589342264
515,16012.5,14731.5,15986.88
516,16012.5,15372.0,15948.531294671131
517,16012.5,15372.0,15961.341294671132
518,16012.5,14091.0,15922.83
519,16012.5,15372.0,15986.88
520,16012.5,15372.0,15935.721294671132
521,16012.5,14731.5,15922.992589342264
522,16012.5,15376.064733556603,15999.771294671133
523,16012.5,15372.0,15961.503884013395
524,16012.5,15372.0,15961.422589342263
525,16012.5,15372.0,15974.151294671132
526,16012.5,15372.0,15999.69
527,16012.5,15372.0,15999.69
528,16012.5,14739.62946711321,15961.503884013395
529,16012.5,15372.0,15935.721294671132
530,16012.5,14739.62946711321,15897.453884013396
531,16012.5,15372.0,15974.07
532,16012.5,14731.5,15858.78
533,16012.5,15372.0,15999.69
534,16012.5,15372.0,15884.725178684526
535,16012.5,14731.5,15910.182589342263
536,16012.5,14731.5,15948.45
537,16012.5,14091.0,15859.105178684527
538,16012.5,15372.0,15961.503884013395
539,16012.5,14731.5,15884.562589342264
540,16012.5,14091.0,15833.16
541,16012.5,15372.0,15923.073884013394
542,16012.5,15372.0,15922.911294671132
543,16012.5,14731.5,15756.543884013396
544,16012.5,14731.5,15922.83
545,16012.5,14731.5,15884.4
546,16012.5,15372.0,15910.101294671133
547,16012.5,14731.5,15897.453884013396
548,16012.5,14731.5,15884.481294671132
549,16012.5,15372.0,15986.961294671131
550,16012.5,14731.5,15935.721294671132
551,16012.5,15372.0,15884.481294671132
552,16012.5,14731.5,15922.83
553,16012.5,14091.0,15858.861294671131
554,16012.5,13450.5,15833.241294671132
555,16012.5,14091.0,15922.911294671132
556,16012.5,14739.62946711321,15961.503884013395
557,16012.5,14731.5,15897.535178684528
558,16012.5,14731.5,15820.675178684527
559,16012.5,15372.0,15935.64
560,16012.5,15372.0,15948.612589342263
561,16012.5,15372.0,15974.232589342264
562,16012.5,15372.0,15948.612589342263
563,16012.5,14739.629467113207,15935.802589342264
564,16012.5,15372.0,15999.69
565,16012.5,14731.5,15922.83
566,16012.5,15372.0,15986.88
567,16012.5,14731.5,15769.272589342263
568,16012.5,14739.62946711321,15935.802589342264
569,16012.5,14731.5,15871.833884013395
570,16012.5,14731.5,15922.911294671132
571,16012.5,15372.0,15948.45
572,16012.5,15372.0,15961.422589342263
573,16012.5,14731.5,15846.213884013396
574,16012.5,15372.0,15986.88
575,16012.5,14731.5,15935.721294671132
576,16012.5,15372.0,15999.69
577,16012.5,15376.064733556603,15987.042589342263
578,16012.5,15372.0,15961.503884013395
579,16012.5,15372.0,15986.961294671131
580,16012.5,15372.0,15961.341294671132
581,16012.5,15372.0,15961.503884013395
582,16012.5,15372.0,15961.26
583,16012.5,15372.0,15986.88
584,16012.5,15372.0,15986.88
585,16012.5,15372.0,15974.151294671132
586,16012.5,15372.0,15999.69
587,16012.5,15372.0,15986.88
588,16012.5,15372.0,15961.422589342263
589,16012.5,15372.0,15999.69
590,16012.5,14739.629467113207,15948.693884013395
591,16012.5,15372.0,15974.151294671132
592,16012.5,14735.564733556603,15961.422589342263
593,16012.5,16012.5,16012.5
594,16012.5,15372.0,15999.69
595,16012.5,16012.5,16012.5
596,16012.5,14731.5,15986.88
597,16012.5,15372.0,15986.961294671131
598,16012.5,15372.0,15999.69
599,16012.5,15376.064733556605,15999.771294671133
600,16012.5,15376.064733556603,15974.313884013396
601,16012.5,15376.064733556603,15999.771294671133
602,16012.5,15372.0,15986.88
603,16012.5,15372.0,15986.961294671131
604,16012.5,16012.5,16012.5
605,16012.5,16012.5,16012.5
606,16012.5,15376.064733556603,15999.771294671133
607,16012.5,15372.0,15999.69
608,16012.5,15376.064733556603,15974.313884013396
609,16012.5,15372.0,15986.961294671131
610,16012.5,15376.064733556605,15999.771294671133
611,16012.5,14739.62946711321,15987.042589342263
612,16012.5,15372.0,15986.88
613,16012.5,15372.0,15999.69
614,16012.5,15376.064733556603,15987.042589342263
615,16012.5,15376.064733556603,15999.771294671133
616,16012.5,14739.62946711321,15987.042589342263
617,16012.5,16012.5,16012.5
618,16012.5,15372.0,15999.69
619,16012.5,15376.064733556603,15987.042589342263
620,16012.5,16012.5,16012.5
621,16012.5,15376.064733556605,15999.771294671133
622,16012.5,15376.064733556605,15999.771294671133
623,16012.5,15376.064733556605,15999.771294671133
624,16012.5,15376.064733556605,15999.771294671133
625,16012.5,15376.064733556603,15999.771294671133
626,16012.5,15372.0,15999.69
627,16012.5,14731.5,15910.263884013395
628,16012.5,16012.5,16012.5
629,16012.5,15376.064733556603,15987.042589342263
630,16012.5,14739.629467113207,15961.585178684527
631,16012.5,15372.0,15999.69
632,16012.5,14739.62946711321,15948.85647335566
633,16012.5,15372.0,15999.69
634,16012.5,15372.0,15999.69
635,16012.5,15372.0,15974.151294671132
636,16012.5,15372.0,15974.151294671132
637,16012.5,15372.0,15974.151294671132
638,16012.5,15372.0,15974.151294671132
639,16012.5,15376.064733556603,15999.771294671133
640,16012.5,15372.0,15986.961294671131
641,16012.5,14739.62946711321,15974.313884013396
642,16012.5,15376.064733556603,15999.771294671133
643,16012.5,15372.0,15948.531294671131
644,16012.5,14739.629467113207,15948.693884013395
645,16012.5,15372.0,15948.612589342263
646,16012.5,14739.629467113207,15935.883884013396
647,16012.5,15372.0,15986.88
648,16012.5,15376.064733556603,15987.042589342263
649,16012.5,15376.064733556603,15999.771294671133
650,16012.5,15372.0,15948.45
651,16012.5,15372.0,15986.961294671131
652,16012.5,15372.0,15986.961294671131
653,16012.5,15372.0,15986.961294671131
654,16012.5,15372.0,15961.26
655,16012.5,15372.0,15986.88
656,16012.5,15372.0,15974.07
657,16012.5,15372.0,15935.802589342264
658,16012.5,14735.564733556605,15859.023884013395
659,16012.5,14739.62946711321,15948.775178684527
660,16012.5,15372.0,15935.721294671132
661,16012.5,15372.0,15961.422589342263
662,16012.5,14739.62946711321,15948.612589342263
663,16012.5,15372.0,15986.88
664,16012.5,15372.0,15986.88
665,16012.5,15372.0,15961.422589342263
666,16012.5,14731.5,15935.64
667,16012.5,15372.0,15948.45
668,16012.5,15372.0,15884.4
669,16012.5,15372.0,15986.88
670,16012.5,15372.0,15948.45
671,16012.5,14095.064733556603,15935.721294671132
672,16012.5,15372.0,15974.07
673,16012.5,15376.064733556603,15987.042589342263
674,16012.5,14091.0,15871.59
675,16012.5,15372.0,15974.151294671132
676,16012.5,14739.629467113207,15923.073884013394
677,16012.5,15372.0,15974.151294671132
678,16012.5,14739.629467113207,15910.263884013395
679,16012.5,15372.0,15910.02
680,16012.5,14739.629467113207,15974.232589342264
681,16012.5,14739.629467113207,15961.422589342263
682,16012.5,15372.0,15961.341294671132
683,16012.5,14739.629467113207,15922.992589342264
684,16012.5,14091.0,15884.562589342264
685,16012.5,14731.5,15897.453884013396
686,16012.5,15372.0,15948.612589342263
687,16012.5,14731.5,15935.883884013396
688,16012.5,15372.0,15935.721294671132
689,16012.5,15372.0,15974.151294671132
690,16012.5,15372.0,15948.531294671131
691,16012.5,15372.0,15948.45
692,16012.5,14731.5,15910.263884013395
693,16012.5,14091.0,15871.671294671132
